tg,tf
DNAJC6,BACH1
HKDC1,BACH1
IRF1,BACH1
BIRC3,BACH1
PAPPA2,BACH1
CEBPD,BACH1
THBS2,BACH1
ERBB4,BACH1
GBP2,BACH1
IRS2,BACH1
JADE2,BACH1
MTHFD2L,BACH1
PLCXD2,BACH1
SKIL,BACH1
ST3GAL1,BACH1
CXCL8,BACH1
SERPINB9,BACH1
NAMPTP1,BACH1
SERPINB6,BACH1
TLR5,BACH1
DDR2,BACH1
CEBPB,BACH1
NQO2,BACH1
KLF2,BACH1
PGAP1,BACH1
PANK3,BACH1
ACSM3,BACH1
HOXA1,BACH1
IER5,BACH1
ZNF165,BACH1
CCDC80,BACH1
HECA,BACH1
ATF3,BACH1
VPS28,BACH1
TSHZ1,BACH1
SEC14L1,BACH1
GADD45B,BACH1
NR1D2,BACH1
NFATC1,BACH1
NR1D1,BACH1
EIF1,BACH1
FOSL2,BACH1
BBC3,BACH1
RNF157,BACH1
TRIM7,BACH1
SH3BGRL2,BACH1
JARID2,BACH1
WDR26,BACH1
PELI2,BACH1
FGD6,BACH1
GPBP1L1,BACH1
LDLR,BACH1
GDF15,BACH1
SNX16,BACH1
STK17B,BACH1
OTUD4,BACH1
MIDN,BACH1
ZFP36,BACH1
RGS2,BACH1
PIM3,BACH1
RAB2B,BACH1
UBALD2,BACH1
TICAM1,BACH1
ODF3B,BACH1
ZNF678,BACH1
ARHGAP19,BACH1
IRAK2,BACH1
SLC38A2,BACH1
SOCS4,BACH1
MCL1,BACH1
SSH2,BACH1
NFKB2,BACH1
NR4A2,BACH1
NFKBIA,BACH1
EFNA3,BACH1
BCL6,BACH1
KDM5B,BACH1
CHD7,BACH1
EMX1,BACH1
DDX59,BACH1
KLF13,BACH1
HMGCS1,BACH1
SPTB,BACH1
PPM1A,BACH1
KDM7A,BACH1
GLRX,BACH1
ADD3,BACH1
HDAC9,BACH1
ZBTB41,BACH1
PARD6B,BACH1
TIFA,BACH1
MAPK6,BACH1
WEE1,BACH1
KLF9,BACH1
RAB17,BACH1
PLEKHB2,BACH1
TM4SF1,BACH1
RNF128,BACH1
TRIB3,BACH1
WDR62,BACH1
ZNF267,BACH1
OSGIN2,BACH1
THAP11,BACH1
RGL1,BACH1
CPEB4,BACH1
ZCCHC10,BACH1
ELOVL6,BACH1
INCENP,BACH1
TLR6,BACH1
TRIP12,BACH1
FGF2,BACH1
PPP1CB,BACH1
MAP2K1,BACH1
IPMK,BACH1
SAP30,BACH1
TNIK,BACH1
LRRC58,BACH1
INO80C,BACH1
SDCBP,BACH1
SBNO2,BACH1
ZNF668,BACH1
DR1,BACH1
DSTN,BACH1
SMAD7,BACH1
NFKBIE,BACH1
RNF11,BACH1
PLEKHF1,BACH1
NRARP,BACH1
BCL7B,BACH1
HIST1H1C,BACH1
SUN2,BACH1
TTC33,BACH1
CCNA2,BACH1
IER5L,BACH1
ZNF628,BACH1
MACC1,BACH1
MID1IP1,BACH1
TMEM91,MXI1
DIP2C,MXI1
TSPYL2,MXI1
ZNF284,MXI1
MTURN,MXI1
DDIT3,MXI1
CRYZL1,MXI1
OPTN,MXI1
FAXDC2,MXI1
GATA3,MXI1
PRRT1,MXI1
SFXN3,MXI1
KBTBD3,MXI1
YPEL1,MXI1
YPEL3,MXI1
LRRC70,MXI1
EFEMP2,MXI1
LZTS2,MXI1
CHRNB1,MXI1
UBE2V1,MXI1
PHF21A,MXI1
UAP1L1,MXI1
STAP2,MXI1
ANKZF1,MXI1
MIR616,MXI1
ATG16L2,MXI1
DLG4,MXI1
ZNF775,MXI1
HAPLN3,MXI1
DBP,MXI1
EFHD1,MXI1
LMNTD2,MXI1
PTP4A3,MXI1
ZMIZ1-AS1,MXI1
ZNF630,MXI1
HDAC5,MXI1
TRIM46,MXI1
NIPSNAP3B,MXI1
TBX6,MXI1
PIK3IP1,MXI1
PDCD4,MXI1
TMEM91,MXI1
DIP2C,MXI1
TSPYL2,MXI1
ZNF284,MXI1
MTURN,MXI1
DDIT3,MXI1
CRYZL1,MXI1
OPTN,MXI1
FAXDC2,MXI1
GATA3,MXI1
PRRT1,MXI1
SFXN3,MXI1
KBTBD3,MXI1
YPEL1,MXI1
YPEL3,MXI1
LRRC70,MXI1
EFEMP2,MXI1
LZTS2,MXI1
CHRNB1,MXI1
UBE2V1,MXI1
PHF21A,MXI1
UAP1L1,MXI1
STAP2,MXI1
ANKZF1,MXI1
MIR616,MXI1
ATG16L2,MXI1
DLG4,MXI1
ZNF775,MXI1
HAPLN3,MXI1
DBP,MXI1
EFHD1,MXI1
LMNTD2,MXI1
PTP4A3,MXI1
ZMIZ1-AS1,MXI1
ZNF630,MXI1
HDAC5,MXI1
TRIM46,MXI1
NIPSNAP3B,MXI1
TBX6,MXI1
PIK3IP1,MXI1
PDCD4,MXI1
TENM3,FOXD1
SERPINE2,FOXD1
CHPF,FOXD1
LAMA4,FOXD1
SLC52A2,FOXD1
OSMR,FOXD1
CXCL5,FOXD1
NT5E,FOXD1
KITLG,FOXD1
DLC1,FOXD1
ZNF703,FOXD1
CHAMP1,FOXD1
HIF1A,FOXD1
RASAL2-AS1,FOXD1
STEAP1,FOXD1
ULBP2,FOXD1
RAI14,FOXD1
EPHA2,FOXD1
GXYLT1,FOXD1
DCBLD1,FOXD1
MAP7D1,FOXD1
PTX3,FOXD1
TENM3,FOXD1
SERPINE2,FOXD1
CHPF,FOXD1
LAMA4,FOXD1
SLC52A2,FOXD1
OSMR,FOXD1
CXCL5,FOXD1
NT5E,FOXD1
KITLG,FOXD1
DLC1,FOXD1
ZNF703,FOXD1
CHAMP1,FOXD1
HIF1A,FOXD1
RASAL2-AS1,FOXD1
STEAP1,FOXD1
ULBP2,FOXD1
RAI14,FOXD1
EPHA2,FOXD1
GXYLT1,FOXD1
DCBLD1,FOXD1
MAP7D1,FOXD1
PTX3,FOXD1
PAQR8,MYBL2
IL1R1,MYBL2
IGFBP2,MYBL2
LIFR,MYBL2
CCNE2,MYBL2
HIST1H2BD,MYBL2
ABCG2,MYBL2
SDC4,MYBL2
NXPH4,MYBL2
PCSK1N,MYBL2
ADORA2A-AS1,MYBL2
SLC44A1,MYBL2
AKR1B1,MYBL2
ELOVL2,MYBL2
SF3B4,MYBL2
HIST1H2BK,MYBL2
LRRC8D,MYBL2
PPP1R14A,MYBL2
GMFB,MYBL2
ANKRD1,MYBL2
LBR,MYBL2
SCAMP1,MYBL2
TUBB2A,MYBL2
TMX1,MYBL2
STEAP1,MYBL2
CHSY1,MYBL2
TM4SF18,MYBL2
KRT19,MYBL2
ERCC6L,MYBL2
CCNF,MYBL2
NRM,MYBL2
CDC20,MYBL2
KPNA2,MYBL2
TMPO,MYBL2
EIF1AX,MYBL2
KRT8,MYBL2
CDC25A,MYBL2
EID2,MYBL2
ASF1B,MYBL2
CDCA4,MYBL2
CDCA5,MYBL2
PKMYT1,MYBL2
ORC1,MYBL2
HMOX1,MYBL2
TRAPPC4,MYBL2
PLK1,MYBL2
FEN1,MYBL2
MCM10,MYBL2
MRPL41,MYBL2
TUBA1C,MYBL2
TUBA1B,MYBL2
TPI1,MYBL2
GLRX5,MYBL2
H2AFX,MYBL2
DTL,MYBL2
MCM2,MYBL2
GADD45GIP1,MYBL2
RRM2,MYBL2
SHCBP1,MYBL2
RAD51,MYBL2
PAQR8,MYBL2
IL1R1,MYBL2
IGFBP2,MYBL2
LIFR,MYBL2
CCNE2,MYBL2
HIST1H2BD,MYBL2
ABCG2,MYBL2
SDC4,MYBL2
NXPH4,MYBL2
PCSK1N,MYBL2
ADORA2A-AS1,MYBL2
SLC44A1,MYBL2
AKR1B1,MYBL2
ELOVL2,MYBL2
SF3B4,MYBL2
HIST1H2BK,MYBL2
LRRC8D,MYBL2
PPP1R14A,MYBL2
GMFB,MYBL2
ANKRD1,MYBL2
LBR,MYBL2
SCAMP1,MYBL2
TUBB2A,MYBL2
TMX1,MYBL2
STEAP1,MYBL2
CHSY1,MYBL2
TM4SF18,MYBL2
KRT19,MYBL2
ERCC6L,MYBL2
CCNF,MYBL2
NRM,MYBL2
CDC20,MYBL2
KPNA2,MYBL2
TMPO,MYBL2
EIF1AX,MYBL2
KRT8,MYBL2
CDC25A,MYBL2
EID2,MYBL2
ASF1B,MYBL2
CDCA4,MYBL2
CDCA5,MYBL2
PKMYT1,MYBL2
ORC1,MYBL2
HMOX1,MYBL2
TRAPPC4,MYBL2
PLK1,MYBL2
FEN1,MYBL2
MCM10,MYBL2
MRPL41,MYBL2
TUBA1C,MYBL2
TUBA1B,MYBL2
TPI1,MYBL2
GLRX5,MYBL2
H2AFX,MYBL2
DTL,MYBL2
MCM2,MYBL2
GADD45GIP1,MYBL2
RRM2,MYBL2
SHCBP1,MYBL2
RAD51,MYBL2
SLC46A3,FOXM1
S100A2,FOXM1
IL1R1,FOXM1
IL6ST,FOXM1
SDC4,FOXM1
SLC1A3,FOXM1
RASGRP3,FOXM1
PLXNA1,FOXM1
SLC44A1,FOXM1
PTPRG,FOXM1
DTWD2,FOXM1
ELOVL2,FOXM1
ITGA2,FOXM1
TBC1D9,FOXM1
MDFIC,FOXM1
PDE5A,FOXM1
RAPGEF6,FOXM1
SF3B4,FOXM1
NT5E,FOXM1
MPZL3,FOXM1
FNIP2,FOXM1
LINC00511,FOXM1
GALNT7,FOXM1
SULF2,FOXM1
KBTBD8,FOXM1
LRR1,FOXM1
CLDN1,FOXM1
FAM174A,FOXM1
SCAMP1,FOXM1
EPHA2,FOXM1
APH1A,FOXM1
ITPRIPL1,FOXM1
ISOC1,FOXM1
SNORD12B,FOXM1
CTSL,FOXM1
ANKRD1,FOXM1
LBR,FOXM1
TUBB2A,FOXM1
IMPAD1,FOXM1
PDLIM1,FOXM1
TM4SF18,FOXM1
LAMB3,FOXM1
ERCC6L,FOXM1
CCNF,FOXM1
CDC20,FOXM1
KPNA2,FOXM1
TMPO,FOXM1
KRT8,FOXM1
ESCO2,FOXM1
CDC25A,FOXM1
ASF1B,FOXM1
CDCA2,FOXM1
CDCA4,FOXM1
CDCA5,FOXM1
PKMYT1,FOXM1
NUAK2,FOXM1
ORC1,FOXM1
SDF2L1,FOXM1
DDIAS,FOXM1
PLK1,FOXM1
MOB4,FOXM1
FEN1,FOXM1
SLC2A1,FOXM1
MCM10,FOXM1
SLC7A11,FOXM1
TUBA1C,FOXM1
TUBA1B,FOXM1
EXO1,FOXM1
ITGB8,FOXM1
RFC3,FOXM1
ANXA1,FOXM1
GLRX5,FOXM1
H2AFX,FOXM1
SLC7A5,FOXM1
DTL,FOXM1
MCM2,FOXM1
SLC3A2,FOXM1
HSPA13,FOXM1
GADD45GIP1,FOXM1
RRM2,FOXM1
DOHH,FOXM1
SHCBP1,FOXM1
RAD51,FOXM1
MAD2L1,FOXM1
SLC46A3,FOXM1
S100A2,FOXM1
IL1R1,FOXM1
IL6ST,FOXM1
SDC4,FOXM1
SLC1A3,FOXM1
RASGRP3,FOXM1
PLXNA1,FOXM1
SLC44A1,FOXM1
PTPRG,FOXM1
DTWD2,FOXM1
ELOVL2,FOXM1
ITGA2,FOXM1
TBC1D9,FOXM1
MDFIC,FOXM1
PDE5A,FOXM1
RAPGEF6,FOXM1
SF3B4,FOXM1
NT5E,FOXM1
MPZL3,FOXM1
FNIP2,FOXM1
LINC00511,FOXM1
GALNT7,FOXM1
SULF2,FOXM1
KBTBD8,FOXM1
LRR1,FOXM1
CLDN1,FOXM1
FAM174A,FOXM1
SCAMP1,FOXM1
EPHA2,FOXM1
APH1A,FOXM1
ITPRIPL1,FOXM1
ISOC1,FOXM1
SNORD12B,FOXM1
CTSL,FOXM1
ANKRD1,FOXM1
LBR,FOXM1
TUBB2A,FOXM1
IMPAD1,FOXM1
PDLIM1,FOXM1
TM4SF18,FOXM1
LAMB3,FOXM1
ERCC6L,FOXM1
CCNF,FOXM1
CDC20,FOXM1
KPNA2,FOXM1
TMPO,FOXM1
KRT8,FOXM1
ESCO2,FOXM1
CDC25A,FOXM1
ASF1B,FOXM1
CDCA2,FOXM1
CDCA4,FOXM1
CDCA5,FOXM1
PKMYT1,FOXM1
NUAK2,FOXM1
ORC1,FOXM1
SDF2L1,FOXM1
DDIAS,FOXM1
PLK1,FOXM1
MOB4,FOXM1
FEN1,FOXM1
SLC2A1,FOXM1
MCM10,FOXM1
SLC7A11,FOXM1
TUBA1C,FOXM1
TUBA1B,FOXM1
EXO1,FOXM1
ITGB8,FOXM1
RFC3,FOXM1
ANXA1,FOXM1
GLRX5,FOXM1
H2AFX,FOXM1
SLC7A5,FOXM1
DTL,FOXM1
MCM2,FOXM1
SLC3A2,FOXM1
HSPA13,FOXM1
GADD45GIP1,FOXM1
RRM2,FOXM1
DOHH,FOXM1
SHCBP1,FOXM1
RAD51,FOXM1
MAD2L1,FOXM1
KLHDC7B,E2F1
IL1RAP,E2F1
MANEA,E2F1
SLC16A6,E2F1
PRKACB,E2F1
EML5,E2F1
TMX4,E2F1
CCNE2,E2F1
IL6ST,E2F1
ABCG2,E2F1
SLC22A4,E2F1
SDC4,E2F1
STK39,E2F1
MST1R,E2F1
ANKH,E2F1
RDH10,E2F1
THEM6,E2F1
KIAA0319,E2F1
OSBPL6,E2F1
SLC52A2,E2F1
TMEM117,E2F1
KCNK5,E2F1
DHRS13,E2F1
CDKN1A,E2F1
SLC44A1,E2F1
AKR1B1,E2F1
PRSS23,E2F1
RPL7A,E2F1
CTSC,E2F1
ELOVL7,E2F1
PLSCR1,E2F1
VGF,E2F1
OAS3,E2F1
SLC20A1,E2F1
LAMA3,E2F1
SLC7A2,E2F1
PRRG4,E2F1
HECTD2,E2F1
CAMK2N2,E2F1
LRRC8A,E2F1
E2F7,E2F1
SGPP1,E2F1
PHTF2,E2F1
GMFB,E2F1
LRR1,E2F1
GEMIN8P4,E2F1
IER3IP1,E2F1
TMEM38B,E2F1
IL4R,E2F1
TUBB2A,E2F1
TMX1,E2F1
HIF1A,E2F1
APH1A,E2F1
CHSY1,E2F1
OXCT1,E2F1
ISOC1,E2F1
FZD1,E2F1
PRNP,E2F1
SNX18,E2F1
ULBP2,E2F1
CCNF,E2F1
CDC20,E2F1
PNP,E2F1
AP1S2,E2F1
CHAC2,E2F1
PELO,E2F1
TMPO,E2F1
WLS,E2F1
TANGO6,E2F1
ENDOG,E2F1
IMP3,E2F1
ESCO2,E2F1
CTXN1,E2F1
ASF1B,E2F1
CDCA2,E2F1
CDCA4,E2F1
CDCA5,E2F1
CYB5R2,E2F1
HMOX1,E2F1
S100A11,E2F1
DDIAS,E2F1
PLK1,E2F1
AMMECR1,E2F1
ELL2,E2F1
SDC1,E2F1
FEN1,E2F1
CLTB,E2F1
MRPL41,E2F1
TUBA1C,E2F1
TUBA1B,E2F1
RFK,E2F1
TPI1,E2F1
AEN,E2F1
F3,E2F1
SLC7A5,E2F1
MDFIC,E2F1
B3GNT5,E2F1
MAPRE2,E2F1
HSPA13,E2F1
PPP2CA,E2F1
PDF,E2F1
EXOSC4,E2F1
TMEM64,E2F1
DCBLD1,E2F1
DLC1,E2F1
MAD2L1,E2F1
ERCC6L,E2F1
GXYLT1,E2F1
NRM,E2F1
ETS2,E2F1
KPNA2,E2F1
NUDT15,E2F1
PITX1,E2F1
EIF1AX,E2F1
SLC30A1,E2F1
CDC25A,E2F1
GPD2,E2F1
SLC1A3,E2F1
PKMYT1,E2F1
RTN4,E2F1
SLC9A3R1,E2F1
SOCS1,E2F1
ORC1,E2F1
BAG2,E2F1
PGK1,E2F1
SDF2L1,E2F1
INHBB,E2F1
SLC2A1,E2F1
MCM10,E2F1
ECE2,E2F1
HK2,E2F1
EXO1,E2F1
TIMM17A,E2F1
RFC3,E2F1
H2AFX,E2F1
TBC1D9,E2F1
B4GALT6,E2F1
DTL,E2F1
MCM2,E2F1
SLC3A2,E2F1
PDLIM1,E2F1
DNAJB9,E2F1
ALOXE3,E2F1
GADD45GIP1,E2F1
PPP1R14A,E2F1
RRM2,E2F1
SHCBP1,E2F1
KLHDC7B,E2F1
IL1RAP,E2F1
MANEA,E2F1
SLC16A6,E2F1
PRKACB,E2F1
EML5,E2F1
TMX4,E2F1
CCNE2,E2F1
IL6ST,E2F1
ABCG2,E2F1
SLC22A4,E2F1
SDC4,E2F1
STK39,E2F1
MST1R,E2F1
ANKH,E2F1
RDH10,E2F1
THEM6,E2F1
KIAA0319,E2F1
OSBPL6,E2F1
SLC52A2,E2F1
TMEM117,E2F1
KCNK5,E2F1
DHRS13,E2F1
CDKN1A,E2F1
SLC44A1,E2F1
AKR1B1,E2F1
PRSS23,E2F1
RPL7A,E2F1
CTSC,E2F1
ELOVL7,E2F1
PLSCR1,E2F1
VGF,E2F1
OAS3,E2F1
SLC20A1,E2F1
LAMA3,E2F1
SLC7A2,E2F1
PRRG4,E2F1
HECTD2,E2F1
CAMK2N2,E2F1
LRRC8A,E2F1
E2F7,E2F1
SGPP1,E2F1
PHTF2,E2F1
GMFB,E2F1
LRR1,E2F1
GEMIN8P4,E2F1
IER3IP1,E2F1
TMEM38B,E2F1
IL4R,E2F1
TUBB2A,E2F1
TMX1,E2F1
HIF1A,E2F1
APH1A,E2F1
CHSY1,E2F1
OXCT1,E2F1
ISOC1,E2F1
FZD1,E2F1
PRNP,E2F1
SNX18,E2F1
ULBP2,E2F1
CCNF,E2F1
CDC20,E2F1
PNP,E2F1
AP1S2,E2F1
CHAC2,E2F1
PELO,E2F1
TMPO,E2F1
WLS,E2F1
TANGO6,E2F1
ENDOG,E2F1
IMP3,E2F1
ESCO2,E2F1
CTXN1,E2F1
ASF1B,E2F1
CDCA2,E2F1
CDCA4,E2F1
CDCA5,E2F1
CYB5R2,E2F1
HMOX1,E2F1
S100A11,E2F1
DDIAS,E2F1
PLK1,E2F1
AMMECR1,E2F1
ELL2,E2F1
SDC1,E2F1
FEN1,E2F1
CLTB,E2F1
MRPL41,E2F1
TUBA1C,E2F1
TUBA1B,E2F1
RFK,E2F1
TPI1,E2F1
AEN,E2F1
F3,E2F1
SLC7A5,E2F1
MDFIC,E2F1
B3GNT5,E2F1
MAPRE2,E2F1
HSPA13,E2F1
PPP2CA,E2F1
PDF,E2F1
EXOSC4,E2F1
TMEM64,E2F1
DCBLD1,E2F1
DLC1,E2F1
MAD2L1,E2F1
ERCC6L,E2F1
GXYLT1,E2F1
NRM,E2F1
ETS2,E2F1
KPNA2,E2F1
NUDT15,E2F1
PITX1,E2F1
EIF1AX,E2F1
SLC30A1,E2F1
CDC25A,E2F1
GPD2,E2F1
SLC1A3,E2F1
PKMYT1,E2F1
RTN4,E2F1
SLC9A3R1,E2F1
SOCS1,E2F1
ORC1,E2F1
BAG2,E2F1
PGK1,E2F1
SDF2L1,E2F1
INHBB,E2F1
SLC2A1,E2F1
MCM10,E2F1
ECE2,E2F1
HK2,E2F1
EXO1,E2F1
TIMM17A,E2F1
RFC3,E2F1
H2AFX,E2F1
TBC1D9,E2F1
B4GALT6,E2F1
DTL,E2F1
MCM2,E2F1
SLC3A2,E2F1
PDLIM1,E2F1
DNAJB9,E2F1
ALOXE3,E2F1
GADD45GIP1,E2F1
PPP1R14A,E2F1
RRM2,E2F1
SHCBP1,E2F1
PDE5A,E2F7
ERCC6L,E2F7
MCM10,E2F7
SLC7A11,E2F7
TUBA1C,E2F7
TUBA1B,E2F7
EXO1,E2F7
RFC3,E2F7
H2AFX,E2F7
ESCO2,E2F7
CDC25A,E2F7
SLC7A5,E2F7
MAP7D1,E2F7
ASF1B,E2F7
MCM2,E2F7
CDCA2,E2F7
CDCA4,E2F7
CDCA5,E2F7
PKMYT1,E2F7
NUAK2,E2F7
DDIAS,E2F7
SHCBP1,E2F7
RAD51,E2F7
PDE5A,E2F7
ERCC6L,E2F7
MCM10,E2F7
SLC7A11,E2F7
TUBA1C,E2F7
TUBA1B,E2F7
EXO1,E2F7
RFC3,E2F7
H2AFX,E2F7
ESCO2,E2F7
CDC25A,E2F7
SLC7A5,E2F7
MAP7D1,E2F7
ASF1B,E2F7
MCM2,E2F7
CDCA2,E2F7
CDCA4,E2F7
CDCA5,E2F7
PKMYT1,E2F7
NUAK2,E2F7
DDIAS,E2F7
SHCBP1,E2F7
RAD51,E2F7
